"css-1undbtb-7937d88b--AVideoContainer href","css-16s6atg-7937d88b--Box src","video-count","css-635kow-7937d88b--DivDescriptionContentContainer","css-1wx21hr-7937d88b--StyledCommonLink href","css-l25nk3-7937d88b--StrongText","css-1wx21hr-7937d88b--StyledCommonLink href 2","css-l25nk3-7937d88b--StrongText 2","css-1wx21hr-7937d88b--StyledCommonLink href 3","css-l25nk3-7937d88b--StrongText 3","css-1wx21hr-7937d88b--StyledCommonLink href 4","css-l25nk3-7937d88b--StrongText 4","css-1wx21hr-7937d88b--StyledCommonLink href 5","css-l25nk3-7937d88b--StrongText 5","css-1wx21hr-7937d88b--StyledCommonLink href 6","css-l25nk3-7937d88b--StrongText 6","link-a11y-focus href","css-10s4roi-7937d88b--ImgAvatar src","css-1feiajn-7937d88b--PUniqueId","css-12tbsno-7937d88b--DivTimeTag"
"https://www.tiktok.com/@mauiweiss/video/7625398080120147230","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/o46PAi1OL9BRzSSdXai0IVRIwiu2vjBEn9AC1~tplv-photomode-zoomcover:720:720.jpeg?dr=9616&x-expires=1775743200&x-signature=GhkrVZbU52LcXu8oetdQVudOJfM%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5&ftpl=1","46","l/xl looks big on me but hopefully itll shrink!","https://www.tiktok.com/tag/parke","#parke","https://www.tiktok.com/tag/mockneck","#mockneck","https://www.tiktok.com/tag/fyp","#fyp","https://www.tiktok.com/tag/shopping","#shopping","https://www.tiktok.com/tag/haul","#haul","","","https://www.tiktok.com/@mauiweiss","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/05ec78c31a5c638a078dc5ae5f3a6c91~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=70d46a3e&x-expires=1775743200&x-signature=TNLYfuOulNazFg5SW8SkJtpHPuE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","mauiweiss","1d ago"
"https://www.tiktok.com/@_lucycampbell/video/7558166969283775758","https://p19-common-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/osEAQSefAhMIokERIA5o2AFEyAQDrHgDAlzAIC~tplv-tiktokx-origin.image?dr=9636&x-expires=1775743200&x-signature=OLtzVB6yRhA%2BreGKY1AjI11USkw%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5","24.6K","fleece season is here🧸🤎","https://www.tiktok.com/@parkeofficial","@Parke","","","","","","","","","","","https://www.tiktok.com/@_lucycampbell","https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/77a7ed9f54780f367f87bb41cb90095c~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=f37a174b&x-expires=1775743200&x-signature=bENlQSOq0gCsI1qVZWvodmVeKGY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","_lucycampbell","2025-10-6"
"https://www.tiktok.com/@oolivia.marie/video/7625475727768521998","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/oodIziPQaD34bcYEM3VkAYEgABAydTD2IhAiB~tplv-photomode-zoomcover:720:720.jpeg?dr=9616&x-expires=1775743200&x-signature=rIy388DNYvxDB2LWPZcP9BYnHVU%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5&ftpl=1","58","They literally are as good as yall say. Which is now a problem bc I want more 😭😭😭","https://www.tiktok.com/@parkeofficial","@Parke","https://www.tiktok.com/@chelseaparkee","@chelsea parke","https://www.tiktok.com/tag/parke","#parke","https://www.tiktok.com/tag/parkemockneck","#parkemockneck","https://www.tiktok.com/tag/mockneck","#mockneck","https://www.tiktok.com/tag/chelseaparke","#chelseaparke","https://www.tiktok.com/@oolivia.marie","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/cd145ca67cb2aa74f412cc51cfd0de9c~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=03773b87&x-expires=1775743200&x-signature=IFs2rzhDCZsVuHqUt5dkqe4uwPA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","oolivia.marie","1d ago"
"https://www.tiktok.com/@morganhardyyy/video/7575218944450022670","https://p19-common-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/oUcEUfJgMgRRByvIBLyiAeBSlDIiEv7BphWbGE~tplv-tiktokx-origin.image?dr=9636&x-expires=1775743200&x-signature=e1IJZ4siSapy8irh1Thl2tgYmOw%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5","48.3K","(21/30) You mean I DONT have to wait for shipping anymore!?!? Im so excited about this find 🛍️🛍️","https://www.tiktok.com/@anthro","@anthro","https://www.tiktok.com/@anthropologieofficial","@Anthropologie","https://www.tiktok.com/@parkeofficial","@Parke","https://www.tiktok.com/@chelseaparkee","@chelsea parke","https://www.tiktok.com/tag/parke","#parke","https://www.tiktok.com/tag/anthropologie","#anthropologie","https://www.tiktok.com/@morganhardyyy","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/d32df8451a45703de6f248ae01e7f8b8~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=9f004d9e&x-expires=1775743200&x-signature=l9z%2FEP%2BPb9wsdyusWtFdxdHphOY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","morganhardyyy","2025-11-21"
"https://www.tiktok.com/@reesejayde/video/7625087233720143117","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/owIPwcpmDIHL6RkAAeFASARIZBf2p5DIEDgsE0~tplv-tiktokx-origin.image?dr=9636&x-expires=1775743200&x-signature=VWbP%2Bd9DBw06X35%2FI8lHU%2FyqLEA%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5","135","No bc it is that serious","https://www.tiktok.com/@parkeofficial","@Parke","","","","","","","","","","","https://www.tiktok.com/@reesejayde","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/441b01fd57de7715334b20bdf838f2bb~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=11343e06&x-expires=1775743200&x-signature=fjJLG%2FxkpYQv4eTi0PgpVEWkyLw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","reesejayde","2d ago"
"https://www.tiktok.com/@taylormmantz/video/7625754552867949837","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/o42z6AfES1QHYPRGECgGQ5FEnFNsnpovDgDBBf~tplv-photomode-zoomcover:720:720.jpeg?dr=9616&x-expires=1775743200&x-signature=tQTbw5YapOsq%2BaDRYQ5RSeyG%2B9o%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5&ftpl=1","42","bridal collection >> give me ALL of it 🩵","https://www.tiktok.com/@parkeofficial","@Parke","","","","","","","","","","","https://www.tiktok.com/@taylormmantz","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/c0705c20b1f051f1b6e2d29a9b9fa342~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=ea5109b5&x-expires=1775743200&x-signature=C4m9m%2F62CvXnmkyb8eWIVQq8mNc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","taylormmantz","17h ago"
"https://www.tiktok.com/@darcymcqueenyyy/video/7467298301684092191","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/owSCAX3fFCqnFEA2IxOMRWJDAEZEVeAPJVoAQA~tplv-tiktokx-origin.image?dr=9636&x-expires=1775743200&x-signature=7UNS%2BySvFTV5aiHYgqQzo8UVOUw%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5","25.7K","the most TALKED ABOUT one too😭👏🏼💗🎁 ILY","https://www.tiktok.com/@parkeofficial","@Parke","https://www.tiktok.com/tag/parke","#parke","https://www.tiktok.com/tag/parkevalentines","#parkevalentines","https://www.tiktok.com/tag/mockneck","#mockneck","https://www.tiktok.com/tag/prpackage","#prpackage","https://www.tiktok.com/tag/parkemockneck","#parkemockneck","https://www.tiktok.com/@darcymcqueenyyy","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/cc3d49f6437a815095c5a80ebac3bca1~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=6c1ffe20&x-expires=1775743200&x-signature=usxFEkmtklCr30ufBOWkHpDQnCI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","darcymcqueenyyy","2025-2-3"
"https://www.tiktok.com/@itgirlvivian/video/7623794496471420190","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/oQfIICP2z415vTPNPMAYIQYKADiMi0Ap56BqFi~tplv-photomode-zoomcover:720:720.jpeg?dr=9616&x-expires=1775743200&x-signature=ymxy6C6Bl%2Ff%2F%2FNQtBTRhfGM8HXw%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5&ftpl=1","136","I GOT A PARKE MOCKNECK!⭐️🤍🌺","","","","","","","","","","","","","https://www.tiktok.com/@itgirlvivian","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/bd4149aa45220d62513c90f7a5854813~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=a4582d7f&x-expires=1775743200&x-signature=GKUr4fQqdn39SRcqyzhG3wuiiXI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","itgirlvivian","6d ago"
"https://www.tiktok.com/@tayy.vonnn/video/7521884895447239991","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/ooTHTTMGWeLzxNGfujM4ACEImeRQgkC8AQjvHQ~tplv-tiktokx-origin.image?dr=9636&x-expires=1775743200&x-signature=%2BFTDO77z0Z8Ko10DNUyo8tH2zek%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5","19.1K","The way it’s arriving the DAY after we leave 🥲🥲🥲🥲🥲","https://www.tiktok.com/@parkeofficial","@Parke","","","","","","","","","","","https://www.tiktok.com/@tayy.vonnn","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/fd95dab521373aaeb367be8d5d1eed91~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=3b80fa0a&x-expires=1775743200&x-signature=AR9s4434WDEB28MoFK%2FtNzBhwSQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","tayy.vonnn","2025-6-30"
"https://www.tiktok.com/@melindajanee/video/7486966779223330094","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/osKOEgivAyJVCPSnBABAIZ87IPzwDBDCA4iWfu~tplv-tiktokx-origin.image?dr=9636&x-expires=1775743200&x-signature=aIrpsHw0lV0qC%2Fnw7rJD71SpXIY%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5","12.7K","ill put em in the storefront girlies 🤩","https://www.tiktok.com/tag/mockneck","#mockneck","https://www.tiktok.com/tag/parke","#parke","https://www.tiktok.com/tag/sweatshirt","#sweatshirt","","","","","","","https://www.tiktok.com/@melindajanee","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/3e13791a1e182cc0281d5b6cf0a1f2e1~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=4a14bcd9&x-expires=1775743200&x-signature=Z7YMgjLLt%2FgN5E4YDJ%2FiMe29yvE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","melindajanee","2025-3-28"
"https://www.tiktok.com/@mikayla.vallati/video/7570951596968791327","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/okEaRRbOiviiFZBIA4z0REBsrABVCKbROGDbV~tplv-tiktokx-origin.image?dr=9636&x-expires=1775743200&x-signature=142Wz9Wy12jFfRkyIAGNhk58K%2B8%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5","4653","& it’s from amzn what!! under my “best sellers” list","https://www.tiktok.com/tag/amazonfinds","#amazonfinds","https://www.tiktok.com/tag/amazonfashion","#amazonfashion","https://www.tiktok.com/tag/mockneck","#mockneck","https://www.tiktok.com/tag/bubblegumpink","#bubblegumpink","https://www.tiktok.com/tag/parke","#parke","","","https://www.tiktok.com/@mikayla.vallati","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/e7bc043f42b7fc4040268bd410bf5bd7~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=d9b34e15&x-expires=1775743200&x-signature=eFXiMRKyTb8UXPe7gmURu4CgIBs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","mikayla.vallati","2025-11-9"
"https://www.tiktok.com/@feliciazangri/video/7624564396144037151","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/ok4T47QIHAWuEjY8AIFen5qDEfv7HPeEIICLPI~tplv-tiktokx-origin.image?dr=9636&x-expires=1775743200&x-signature=lhYzAY4LlwkHLcZbqqaCgXwvd9o%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5","1962","PARKE CORE IS COMING ON 4/14!! WHAT ARE YOU GUYS EYEING??? 🩵💙🤍🔜🤭👀","","","","","","","","","","","","","https://www.tiktok.com/@feliciazangri","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/913495de89d7de7fce7bbb83ac439fd5~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=9b49399d&x-expires=1775743200&x-signature=Pl4ijoAEKO8HeKCVTWL0fbQwJik%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","feliciazangri","3d ago"
