"css-1undbtb-7937d88b--AVideoContainer href","css-16s6atg-7937d88b--Box src","video-count","css-635kow-7937d88b--DivDescriptionContentContainer","css-1wx21hr-7937d88b--StyledCommonLink href","css-l25nk3-7937d88b--StrongText","css-1wx21hr-7937d88b--StyledCommonLink href 2","css-l25nk3-7937d88b--StrongText 2","css-1wx21hr-7937d88b--StyledCommonLink href 3","css-l25nk3-7937d88b--StrongText 3","css-1wx21hr-7937d88b--StyledCommonLink href 4","css-l25nk3-7937d88b--StrongText 4","link-a11y-focus href","css-10s4roi-7937d88b--ImgAvatar src","css-1feiajn-7937d88b--PUniqueId","css-12tbsno-7937d88b--DivTimeTag","css-1wx21hr-7937d88b--StyledCommonLink href 5","css-l25nk3-7937d88b--StrongText 5","css-1wx21hr-7937d88b--StyledCommonLink href 6","css-l25nk3-7937d88b--StrongText 6","css-1wx21hr-7937d88b--StyledCommonLink href 7","css-l25nk3-7937d88b--StrongText 7"
"https://www.tiktok.com/@leslieecatherine/video/7530735927740714254","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-p-0068-tx/ooiIbjaHQzzIkZBC6C2GeHejjtALEtRAejxRQ6~tplv-tiktokx-origin.image?dr=9636&x-expires=1775743200&x-signature=XlXoaOn46FaqqJN9C5LZKEnXqH8%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5","12.9K","THE FIT OF THIS IS CHEFS KISS!!","https://www.tiktok.com/tag/fashion","#fashion","https://www.tiktok.com/tag/mockneck","#mockneck","https://www.tiktok.com/tag/mocknecksweatshirts","#mocknecksweatshirts","https://www.tiktok.com/tag/fallclothes","#fallclothes","https://www.tiktok.com/@leslieecatherine","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/0e366bf123e9e1dc19b261791fe434c5~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=0f7e195f&x-expires=1775743200&x-signature=x6Im%2FXfqMmkKzXAsc8khUUWRHY4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","leslieecatherine","2025-7-24","https://www.tiktok.com/tag/clothingfinds","#clothingfinds","https://www.tiktok.com/tag/aerie","#aerie","https://www.tiktok.com/tag/americaneagle","#americaneagle"
"https://www.tiktok.com/@itgirlvivian/video/7623794496471420190","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-p-0068-tx2/oQfIICP2z415vTPNPMAYIQYKADiMi0Ap56BqFi~tplv-tiktokx-origin.image?dr=9636&x-expires=1775743200&x-signature=VfXRZDhkZQOOKamGi6KDrNPBbck%3D&t=4d5b0474&ps=13740610&shp=81f88b70&shcp=43f4a2f9&idc=useast5","136","I GOT A PARKE MOCKNECK!⭐️🤍🌺","","","","","","","","","https://www.tiktok.com/@itgirlvivian","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/bd4149aa45220d62513c90f7a5854813~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=a4582d7f&x-expires=1775743200&x-signature=GKUr4fQqdn39SRcqyzhG3wuiiXI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","itgirlvivian","6d ago","","","","","",""
"https://www.tiktok.com/@spendingproblems_/video/7464314891889806638","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","27.9K","where to get the cutest mock neck sweatshirts!! love all of these so much 💌","https://www.tiktok.com/tag/mockneck","#mockneck","https://www.tiktok.com/tag/loungewear","#loungewear","https://www.tiktok.com/tag/parke","#parke","https://www.tiktok.com/tag/freepeople","#freepeople","https://www.tiktok.com/@spendingproblems_","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/0789ed5d784d58b9e8ca5d6b38c56481~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=21b1c294&x-expires=1775743200&x-signature=1%2Bn6mhrc1u0VCQwjEs65HSHPTOg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","spendingproblems_","2025-1-26","https://www.tiktok.com/tag/trendyfashion","#trendyfashion","https://www.tiktok.com/tag/outfitinspo","#outfitinspo","https://www.tiktok.com/tag/aritzia","#aritzia"
"https://www.tiktok.com/@samantha_roseeeee/video/7557028472233757966","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","6667","Miss Chelsea Parke you have some splainin to do……. Tried to do an honest review on the parke mock neck sweatshirts and oooof I’m so disappointed 😭","https://www.tiktok.com/tag/parke","#parke","https://www.tiktok.com/tag/parkemockneck","#parkemockneck","https://www.tiktok.com/tag/chelseaparke","#chelseaparke","https://www.tiktok.com/tag/deinfluencing","#deinfluencing","https://www.tiktok.com/@samantha_roseeeee","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/581aa71af0749c9649f9a5568469ebdc~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=dcdd15b9&x-expires=1775743200&x-signature=SC85l0b9iSV3%2F4a0h22Tc%2FBJhPQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","samantha_roseeeee","2025-10-3","https://www.tiktok.com/tag/honestreview","#honestreview","https://www.tiktok.com/@chelseaparkee","@chelsea parke","https://www.tiktok.com/@parkeofficial","@Parke"
"https://www.tiktok.com/@sabinaamelita/video/7622047920451357983","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","4170","literally rare these days","https://www.tiktok.com/tag/mockneck","#mockneck","","","","","","","https://www.tiktok.com/@sabinaamelita","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/f80fe1c3616596127da28a14b420a899~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=9ca0f0e9&x-expires=1775743200&x-signature=TlIub6f1FdyYKU0fFJCkboJQPFY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","sabinaamelita","3-27","","","","","",""
"https://www.tiktok.com/@serenaspamz.com/video/7626013696929615135","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","91","CUTEST NEW MOCKNECK","https://www.tiktok.com/@summersetloungewear","@summersetloungewear","https://www.tiktok.com/tag/mockneck","#mockneck","https://www.tiktok.com/tag/trending","#trending","https://www.tiktok.com/tag/diml","#diml","https://www.tiktok.com/@serenaspamz.com","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/de6705668c8e96bf35589c6995e95300~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=28dfbc17&x-expires=1775743200&x-signature=PEajki0QfwZxNGMvtqi0Ugw5heo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","serenaspamz.com","58m ago","https://www.tiktok.com/tag/fyp%E3%82%B7","#fypシ","https://www.tiktok.com/tag/OOTD","#OOTD","",""
"https://www.tiktok.com/@sunshine78324592/video/7586688963092548894","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","4430","","https://www.tiktok.com/tag/parke","#parke","","","","","","","https://www.tiktok.com/@sunshine78324592","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7347355194906607658~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=e72df484&x-expires=1775743200&x-signature=M0FwyLj%2F4bUjelXyxCXkXtpYWOw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","sunshine78324592","2025-12-22","","","","","",""
"https://www.tiktok.com/@kghalter/video/7625672224153881887","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","456","Parke mockneck sizing review bc I watched so many videos trying to figure it out. parke bridal collection mocknecks","https://www.tiktok.com/tag/parkemockneck","#parkemockneck","https://www.tiktok.com/tag/parkebridal","#parkebridal","https://www.tiktok.com/tag/parkesizing","#parkesizing","https://www.tiktok.com/tag/fyp","#fyp","https://www.tiktok.com/@kghalter","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/a03ab47c5fbfc5299b17c58736ddeddd~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=2e36b747&x-expires=1775743200&x-signature=tUsIwdYquXkZT%2B42sN21tsTAj8Y%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","kghalter","23h ago","https://www.tiktok.com/tag/tryonwithme","#tryonwithme","https://www.tiktok.com/@parkeofficial","@Parke","",""
"https://www.tiktok.com/@selinahannosh/video/7603018838338211102","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","11.6K","I love a good look for less and the quality of this mockneck is just so unreal! Love it sm🩵","","","","","","","","","https://www.tiktok.com/@selinahannosh","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/1b104a2035e9fe680d352bc568571459~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=8341ad98&x-expires=1775743200&x-signature=GiDAZ9FGYMHe0ln%2BLI8jWNuF6Q8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","selinahannosh","2-4","","","","","",""
"https://www.tiktok.com/@ryleeandabby/video/7623997986892303646","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","85","Best mock necks in the game🫢","https://www.tiktok.com/tag/ross","#ross","https://www.tiktok.com/tag/shoppinghaul","#shoppinghaul","https://www.tiktok.com/tag/besties","#besties","https://www.tiktok.com/tag/fashion","#fashion","https://www.tiktok.com/@ryleeandabby","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/8711ae7d6c431e7a6602cd1d10709f1a~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=0b08e0a9&x-expires=1775743200&x-signature=aPXPSJER%2BnaCTqPfi3rp65kyYy4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","ryleeandabby","5d ago","https://www.tiktok.com/tag/foryou","#foryou","","","",""
"https://www.tiktok.com/@kaessupersecrettt/video/7576788732754398494","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","5550","will be returning soon sorry","https://www.tiktok.com/@oldnavy","@Old Navy","https://www.tiktok.com/tag/fypage","#fypage","https://www.tiktok.com/tag/real","#real","https://www.tiktok.com/tag/viral","#viral","https://www.tiktok.com/@kaessupersecrettt","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/b5f4d6325e61e66b1b38c61a7380c13d~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=4645a7e4&x-expires=1775743200&x-signature=TSFLJlkWESC3Nkew4%2FAYUbunT%2FQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","kaessupersecrettt","2025-11-25","https://www.tiktok.com/tag/oldnavy","#oldnavy","https://www.tiktok.com/tag/politics","#politics","",""
"https://www.tiktok.com/@darcymcqueenyyy/video/7561149164323622175","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","66.6K","finally figured it out","https://www.tiktok.com/tag/mockneck","#mockneck","","","","","","","https://www.tiktok.com/@darcymcqueenyyy","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/cc3d49f6437a815095c5a80ebac3bca1~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=6c1ffe20&x-expires=1775743200&x-signature=usxFEkmtklCr30ufBOWkHpDQnCI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","darcymcqueenyyy","2025-10-14","","","","","",""
"https://www.tiktok.com/@rachelgwilson/video/7538822559467326750","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","7977","outfit for a pilates workout in","https://www.tiktok.com/@fpmovement","@FP Movement","https://www.tiktok.com/tag/fpmovementpartner","#fpmovementpartner","","","","","https://www.tiktok.com/@rachelgwilson","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/0571160c0c6a68c1b1bcb39c73a8bd60~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=45e871ee&x-expires=1775743200&x-signature=G0YQvdQa5JLhoF5VRyBHR7ActFM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","rachelgwilson","2025-8-15","","","","","",""
"https://www.tiktok.com/@oolivia.marie/video/7625475727768521998","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","58","They literally are as good as yall say. Which is now a problem bc I want more 😭😭😭","https://www.tiktok.com/@parkeofficial","@Parke","https://www.tiktok.com/@chelseaparkee","@chelsea parke","https://www.tiktok.com/tag/parke","#parke","https://www.tiktok.com/tag/parkemockneck","#parkemockneck","https://www.tiktok.com/@oolivia.marie","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/cd145ca67cb2aa74f412cc51cfd0de9c~tplv-tiktokx-cropcenter:100:100.jpeg?dr=9640&refresh_token=03773b87&x-expires=1775743200&x-signature=IFs2rzhDCZsVuHqUt5dkqe4uwPA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","oolivia.marie","1d ago","https://www.tiktok.com/tag/mockneck","#mockneck","https://www.tiktok.com/tag/chelseaparke","#chelseaparke","https://www.tiktok.com/tag/parkesweatshirt","#parkesweatshirt"
